studyYear	programDbId	programName	programDescription	studyDbId	studyName	studyDescription	studyDesign	plotWidth	plotLength	fieldSize	fieldTrialIsPlannedToBeGenotyped	fieldTrialIsPlannedToCross	plantingDate	harvestDate	locationDbId	locationName	germplasmDbId	germplasmName	germplasmSynonyms	observationLevel	observationUnitDbId	observationUnitName	replicate	blockNumber	plotNumber	rowNumber	colNumber	entryType	plantNumber	plantedSeedlotStockDbId	plantedSeedlotStockUniquename	plantedSeedlotCurrentCount	plantedSeedlotCurrentWeightGram	plantedSeedlotBoxName	plantedSeedlotTransactionCount	plantedSeedlotTransactionWeight	plantedSeedlotTransactionDescription	availableGermplasmSeedlotUniquenames	cass sink leaf|3-phosphoglyceric acid|ug/g|week 16|COMP:0000013	cass sink leaf|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000011	cass sink leaf|ADP|ug/g|week 16|COMP:0000010	cass source leaf|3-phosphoglyceric acid|ug/g|week 16|COMP:0000002	cass source leaf|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000007	cass source leaf|ADP|ug/g|week 16|COMP:0000003	cass storage root|3-phosphoglyceric acid|ug/g|week 16|COMP:0000006	cass storage root|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000004	cass storage root|ADP|ug/g|week 16|COMP:0000005	cass upper stem|3-phosphoglyceric acid|ug/g|week 16|COMP:0000012	cass upper stem|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000008	cass upper stem|ADP|ug/g|week 16|COMP:0000009	dry matter content percentage|CO_334:0000092	fresh root weight|CO_334:0000012	fresh shoot weight measurement in kg|CO_334:0000016	harvest index variable|CO_334:0000015	notes
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41279	IITA-TMS-IBA30572		plot	41286	CASS_6Genotypes_206	1	2	206			test											548.4595	43.6393	624.3045	1306.644	28.14015	220.5045				123.13375	38.68425	597.2725					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41278	TMEB419		plot	41287	CASS_6Genotypes_207	1	2	207			test											222.631	49.5136	295.535	678.025	23.0202666666667	155.735333333333	28.8939	7.17258333333333	36.7610666666667	24.6746	11.9939033333333	103.655533333333					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	40326	BLANK		plot	41288	CASS_6Genotypes_301	1	3	301			test																											
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41278	TMEB419		plot	41289	CASS_6Genotypes_302	1	3	302			test											59.3506333333333	64.1077	286.975333333333	1045.65366666667	28.6541333333333	152.042666666667	22.1888333333333	5.58028	42.2084	26.5701666666667	17.04756	104.589766666667					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41279	IITA-TMS-IBA30572		plot	41290	CASS_6Genotypes_303	1	3	303			test											190.42435	45.5431	558.535	1132.0275	25.4294	221.3965	35.066	6.89249	68.2602	80.92985	28.38515	506.635					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41280	TMEB693		plot	41291	CASS_6Genotypes_304	1	3	304			test											347.7355	29.554	442.0295	743.118	24.097	118.393	47.8936	10.8518	45.35135	44.00515	19.84605	166.5692					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41281	IITA-TMS-IBA011412		plot	41292	CASS_6Genotypes_305	1	3	305			test											404.4815	22.1842	429.4805	1465.508	23.57715	207.5905	42.1237	20.0571	98.3312	36.6929	17.781325	178.7045					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41282	IITA-TMS-IBA980002		plot	41293	CASS_6Genotypes_306	1	3	306			test											38.8447	82.33775	415.686	1123.1165	23.74895	205.334	28.7977	7.882845	66.8132	12.2461	6.847485	115.353					
2017	134	test	test	165	CASS_6Genotypes_Sampling_2015	Copy of trial with postcomposed phenotypes from cassbase.	RCBD								23	test_location	41283	IITA-TMS-IBA980581		plot	41294	CASS_6Genotypes_307	1	3	307			test											99.79065	40.5817	557.399	1300.23	21.9406	246.8235				145.3585	50.3637	560.5685					
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39086	UG120250		plot	39691	KASESE_TP2013_1000	1	53	36014			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38960	UG120092		plot	39493	KASESE_TP2013_1001	1	53	36015			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38981	UG120120		plot	39819	KASESE_TP2013_1002	1	53	36016			test																							30.1	3.93	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39194	UG130076		plot	39311	KASESE_TP2013_1003	1	53	36017			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39174	UG130050		plot	39632	KASESE_TP2013_1004	1	54	36018			test																							24.2	7.26	12.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38919	UG120043		plot	39846	KASESE_TP2013_1005	1	54	36019			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38952	UG120084		plot	39919	KASESE_TP2013_1006	1	54	36020			test																							27.4	5.4	4.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39049	UG120202		plot	39836	KASESE_TP2013_1007	1	54	36021			test																							16.3	0.47	6.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39105	UG120273		plot	39350	KASESE_TP2013_1008	1	54	36022			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38966	UG120099		plot	39322	KASESE_TP2013_1009	1	54	36023			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39187	UG130067		plot	39602	KASESE_TP2013_1010	1	54	36024			test																							25	0.69	1.9		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38946	UG120077		plot	39513	KASESE_TP2013_1011	1	55	36025			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39243	UG130133		plot	39548	KASESE_TP2013_1012	1	55	36026			test																							22	1.85	8.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39019	UG120170		plot	39467	KASESE_TP2013_1013	1	55	36027			test																							28.9	10.42	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38955	UG120087		plot	39400	KASESE_TP2013_1014	1	55	36028			test																							27	5.69	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38987	UG120128		plot	39637	KASESE_TP2013_1015	1	56	36030			test																								5.87	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39211	UG130095		plot	39252	KASESE_TP2013_1016	1	56	36031			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38900	UG120023		plot	39314	KASESE_TP2013_1017	1	56	36032			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39228	UG130113		plot	39545	KASESE_TP2013_1018	1	56	36033			test																							19.6	2.13	2		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39070	UG120229		plot	39419	KASESE_TP2013_1019	1	56	36034			test																							16.3	0.87	2		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38956	UG120088		plot	39778	KASESE_TP2013_1020	1	56	36035			test																							28.1	3.66	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39166	UG130040		plot	39556	KASESE_TP2013_1021	1	56	36036			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38954	UG120086		plot	39799	KASESE_TP2013_1022	1	57	36037			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39065	UG120224		plot	39870	KASESE_TP2013_1023	1	57	36038			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39091	UG120256		plot	39900	KASESE_TP2013_1024	1	57	36039			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38994	UG120139		plot	39772	KASESE_TP2013_1025	1	57	36040			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39151	UG130023		plot	39653	KASESE_TP2013_1026	1	57	36041			test																							21.5	1.18	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39048	UG120201		plot	39861	KASESE_TP2013_1027	1	57	36042			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39047	UG120199		plot	39389	KASESE_TP2013_1028	1	57	36043			test																							24.7	5.49	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38915	UG120038		plot	39299	KASESE_TP2013_1029	1	58	36044			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39004	UG120152		plot	39438	KASESE_TP2013_1030	1	58	36045			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38950	UG120081		plot	39426	KASESE_TP2013_1031	1	58	36046			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39108	UG120277		plot	39792	KASESE_TP2013_1032	1	58	36047			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39245	UG130136		plot	39706	KASESE_TP2013_1033	1	58	36048			test																									1.37		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39005	UG120153		plot	39375	KASESE_TP2013_1034	1	58	36049			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39107	UG120276		plot	39796	KASESE_TP2013_1035	1	58	36050			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39198	UG130081		plot	39864	KASESE_TP2013_1036	1	59	36051			test																							16.3	0.46	1.27		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38922	UG120048		plot	39270	KASESE_TP2013_1038	1	59	36053			test																							21.5	3.23	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39051	UG120206		plot	39460	KASESE_TP2013_1039	1	59	36054			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39176	UG130052		plot	39565	KASESE_TP2013_1040	1	59	36055			test																							23.2	9.57	9		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39045	UG120197		plot	39687	KASESE_TP2013_1041	1	59	36056			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39131	UG120307		plot	39451	KASESE_TP2013_1043	1	60	36058			test																							18.3	1.03	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38930	UG120059		plot	39349	KASESE_TP2013_1044	1	60	36059			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38931	UG120060		plot	39264	KASESE_TP2013_1045	1	60	36060			test																							17.4	2.49	16		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39179	UG130058		plot	39630	KASESE_TP2013_1445	2	1	43275			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39229	UG130114		plot	39577	KASESE_TP2013_1446	2	1	43276			test																									3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38933	UG120062		plot	39828	KASESE_TP2013_1447	2	1	43277			test																								1.32	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39130	UG120306		plot	39760	KASESE_TP2013_1448	2	1	43278			test																							23.1	0.57	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39161	UG130034		plot	39280	KASESE_TP2013_1449	2	1	43279			test																							17.7	1.56	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39114	UG120286		plot	39504	KASESE_TP2013_1450	2	1	43280			test																							21.4	4.15	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39080	UG120243		plot	39522	KASESE_TP2013_1451	2	1	43281			test																							20	22.47	49.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39095	UG120261		plot	39569	KASESE_TP2013_1452	2	2	43282			test																							16.3	0.41	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39087	UG120251		plot	39707	KASESE_TP2013_1453	2	2	43283			test																							23.2	14.68	16		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39061	UG120220		plot	39788	KASESE_TP2013_1454	2	2	43284			test																							17.5	2.08	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38882	UG120005		plot	39793	KASESE_TP2013_1455	2	2	43285			test																							16.3	0.2	6.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38965	UG120098		plot	39855	KASESE_TP2013_1456	2	2	43286			test																							20.1	4.15	45		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39217	UG130101		plot	39332	KASESE_TP2013_1458	2	2	43288			test																							18.3	6.65	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38934	UG120063		plot	39859	KASESE_TP2013_1459	2	3	43289			test																							18.8	9.01	12		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39171	UG130046		plot	39663	KASESE_TP2013_1460	2	3	43290			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38996	UG120143		plot	39699	KASESE_TP2013_1461	2	3	43291			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39227	UG130111		plot	39544	KASESE_TP2013_1462	2	3	43292			test																							23.1	9.93	17		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39221	UG130105		plot	39464	KASESE_TP2013_1463	2	3	43293			test																							24.3	6.61	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39148	UG130020		plot	39318	KASESE_TP2013_1464	2	3	43294			test																							29.4	1.79	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38963	UG120096		plot	39456	KASESE_TP2013_1465	2	3	43295			test																							24.2	11.32	31		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39093	UG120258		plot	39348	KASESE_TP2013_1466	2	4	43296			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39032	UG120184		plot	39277	KASESE_TP2013_1467	2	4	43297			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39147	UG130019		plot	39940	KASESE_TP2013_1468	2	4	43298			test																							17.1	5.24	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39163	UG130036		plot	39921	KASESE_TP2013_1469	2	4	43299			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39185	UG130065		plot	39744	KASESE_TP2013_1470	2	4	43300			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39134	UG130003		plot	39766	KASESE_TP2013_1471	2	4	43301			test																							28.6	11.99	23		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39156	UG130029		plot	39693	KASESE_TP2013_1472	2	4	43302			test																							29.8	7.9	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39138	UG130007		plot	39255	KASESE_TP2013_1473	2	5	43303			test																							19.9	16.3	34		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39177	UG130056		plot	39913	KASESE_TP2013_1474	2	5	43304			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39119	UG120291		plot	39428	KASESE_TP2013_1475	2	5	43305			test																							22.1	38.76	51		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39041	UG120193		plot	39860	KASESE_TP2013_1476	2	5	43306			test																							22.6	16.28	38		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39214	UG130098		plot	39576	KASESE_TP2013_1477	2	5	43307			test																							16.3	1.7	4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39060	UG120219		plot	39338	KASESE_TP2013_1480	2	6	43310			test																							29.1	7.41	21.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38942	UG120072		plot	39755	KASESE_TP2013_1481	2	6	43311			test																							26.7	10.49	16		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39038	UG120190		plot	39471	KASESE_TP2013_1482	2	6	43312			test																							21.1	3.43	23		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38886	UG120009		plot	39917	KASESE_TP2013_1483	2	6	43313			test																							24.5	1.62	3.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39188	UG130068		plot	39337	KASESE_TP2013_1486	2	7	43316			test																							29.7	9.82	26.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38984	UG120124		plot	39278	KASESE_TP2013_1487	2	7	43317			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39238	UG130124		plot	39342	KASESE_TP2013_1488	2	7	43318			test																							27.3	18.92	16.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38970	UG120103		plot	39415	KASESE_TP2013_1489	2	7	43319			test																							26.4	2.08	4.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39140	UG130009		plot	39899	KASESE_TP2013_1490	2	7	43320			test																							30	4.89	18		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39165	UG130038		plot	39636	KASESE_TP2013_1491	2	7	43321			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39116	UG120288		plot	39580	KASESE_TP2013_1492	2	7	43322			test																							29.2	8.82	22		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39077	UG120239		plot	39490	KASESE_TP2013_1493	2	8	43323			test																							22	8.66	22.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38988	UG120132		plot	39386	KASESE_TP2013_1494	2	8	43324			test																							21.1	7.65	40		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39216	UG130100		plot	39289	KASESE_TP2013_1495	2	8	43325			test																									4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39230	UG130116		plot	39334	KASESE_TP2013_1496	2	8	43326			test																							30.2	14.05	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39000	UG120148		plot	39444	KASESE_TP2013_1497	2	8	43327			test																							29.4	6.18	12		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39223	UG130107		plot	39552	KASESE_TP2013_1498	2	8	43328			test																							23.9	15.61	43		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39013	UG120163		plot	39450	KASESE_TP2013_1499	2	8	43329			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39135	UG130004		plot	39652	KASESE_TP2013_1500	2	9	43330			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38887	UG120010		plot	39866	KASESE_TP2013_1501	2	9	43331			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39208	UG130092		plot	39831	KASESE_TP2013_1502	2	9	43332			test																							23.1	2.91	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39079	UG120242		plot	39372	KASESE_TP2013_1503	2	9	43333			test																							24.7	0.9	5		
