Project Details		Sample Details									Organism Details						
Project Name	User ID	Plate Name	Well	Sample Name	Pedigree	Population	Stock Number	Sample DNA Concentration(ng/ul)	Sample Volume(ul)	Sample DNA Mass(ng)	Kingdom	Genus	Species	Common Name	Subspecies	Variety	Seed Lot
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	F09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	F10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	F11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	F12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	G12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_2	H12								Plantae	Manihot	esculenta				
