Project Details		Sample Details									Organism Details						
Project Name	User ID	Plate Name	Well	Sample Name	Pedigree	Population	Stock Number	Sample DNA Concentration(ng/ul)	Sample Volume(ul)	Sample DNA Mass(ng)	Kingdom	Genus	Species	Common Name	Subspecies	Variety	Seed Lot
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	C12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	D12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	E12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F05	BLANK													
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	F12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	G12								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H01								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H02								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H03								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H04								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H05								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H06								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H07								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H08								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H09								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H10								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H11								Plantae	Manihot	esculenta				
NEXTGENCASSAVA	I.Rabbi@cgiar.org	CASSAVA_GS_74_3	H12								Plantae	Manihot	esculenta				
