	Marker.Effects
S6609_375938	0.00383
S4065_271143	0.00375
S3718_276118	0.00374
S224_309814	0.00372
S11689_232183	0.0037
S6761_25246	0.00305
S12455_550518	0.00286
S10493_282956	0.00278
S6656_803304	0.00261
S435_153155	0.00257
S6825_286368	0.00255
S2943_739571	0.00246
S3604_370570	0.00221
S2960_406907	0.00212
S3581_1333049	0.00187
S12794_1408925	0.00176
S341_927602	0.00169
S4043_959955	0.00151
S2477_323725	0.00145
S3378_380126	0.00128
S12455_245618	0.00089
S9761_459530	0.00088
S5335_402068	0.00085
S7520_2562868	0.00056
S3741_937767	0.00028
S7351_123029	7e-05
S5375_53450	-0.00042
S11179_10653	-0.00057
S4056_140993	-0.00078
S5005_46565	-0.00081
S935_45975	-0.00086
S2960_544575	-0.00111
S10551_96591	-0.00127
S6825_348051	-0.00129
S4681_593453	-0.00133
S11297_160003	-0.00135
S12525_581929	-0.00164
S11495_150387	-0.00204
S4882_470222	-0.00245
S1551_1252422	-0.00267
S12946_101555	-0.00274
S3130_128901	-0.00292
S8265_1788254	-0.00294
S80_224901	-0.00302
S11584_97726	-0.00306
S3614_3881800	-0.00313
S10551_41284	-0.0032
S1551_2925283	-0.00389
S69_57277	-0.00429
S4251_304804	-0.00441
S8265_382843	-0.00469
S8686_7793511	-0.00481
S8151_113577	-0.00501
S10689_585587	-0.00514
S12414_138577	-0.00515
S1551_3366575	-0.00525
S10963_781226	-0.00532
S4043_373081	-0.00534
S11897_254957	-0.00572
S6701_438755	-0.0059
S3802_796806	-0.00592
S3264_734293	-0.00669
S12794_1954311	-0.00669
S6825_291677	-0.0067
S8265_3178182	-0.00709
S3736_123338	-0.00759
S6816_60873	-0.00765
S12498_209195	-0.00777
S1551_2906760	-0.00794
S7035_107575	-0.0082
S12794_1740426	-0.00842
S6512_2254100	-0.00889
S6707_146411	-0.00893
S5916_58666	-0.00949
S7543_258314	-0.00966
S4274_177473	-0.01
S4305_131355	-0.01001
S3741_508439	-0.01029
S11297_591849	-0.01048
S3735_394293	-0.01056
S1551_3722622	-0.01057
S7519_562902	-0.01065
S2658_601679	-0.01066
S6705_400094	-0.01094
S12004_43792	-0.01097
S9410_23080	-0.01121
S8686_7615221	-0.01156
S784_76866	-0.01193
S3651_300950	-0.01197
S12211_157511	-0.01204
S3264_774153	-0.01212
S3602_597743	-0.01222
S11661_255071	-0.01269
S3736_59970	-0.01283
S3000_300696	-0.01286
S8799_699207	-0.01293
S8265_29680101	-0.01341
S10173_777651	-0.01348
S3754_7252	-0.01369
S2915_338070	-0.01381
S6656_309064	-0.01387
S2932_69572	-0.01389
S6446_121660	-0.01501
S11279_135336	-0.01513
S7520_1896478	-0.01516
S12794_1825180	-0.01537
S3332_1040319	-0.01581
S11998_475883	-0.01587
S4285_227555	-0.01626
S3237_271879	-0.01718
S5848_77293	-0.01721
S6407_232902	-0.01757
S12455_488938	-0.01765
S8245_22275	-0.01818
S3049_747203	-0.01837
S5019_47183	-0.01852
S4175_515602	-0.01856
S12262_295534	-0.0186
S3614_10643	-0.01861
S6550_324831	-0.01862
S6877_11081	-0.01909
S3245_85163	-0.01932
S12525_872745	-0.01946
S7012_666222	-0.01955
S2436_67341	-0.01957
S7088_73067	-0.02027
S3329_32933	-0.02045
S6611_35506	-0.02058
S8265_6168752	-0.02062
S4209_755236	-0.02096
S7996_258208	-0.021
S3264_464491	-0.02107
S6550_52292	-0.02175
S7520_2804544	-0.02206
S8686_843269	-0.02218
S4450_193257	-0.02227
S9788_453634	-0.02243
S847_2403992	-0.02265
S5335_417949	-0.02275
S10114_185859	-0.02296
S8994_202519	-0.02367
S8314_33002	-0.02372
S11821_196927	-0.02444
S4065_150573	-0.02462
S6089_24864	-0.02478
S1945_666842	-0.02492
S2477_406510	-0.02552
S8686_5839121	-0.02558
S10367_21679	-0.0258
S4457_462709	-0.02617
S11179_231468	-0.02715
S12794_1396029	-0.02744
S8265_252356	-0.02756
S2817_245804	-0.0276
S7069_339027	-0.02823
S847_188168	-0.02868
S248_174244	-0.02887
S8265_404788	-0.02915
S8359_781759	-0.02919
S318_245078	-0.02942
S8004_147325	-0.02948
S2943_243361	-0.02956
S3049_609125	-0.02964
S12865_649906	-0.03012
S2975_103241	-0.03024
S11297_430854	-0.03026
S8316_828081	-0.03034
S6914_1376609	-0.03074
S4151_408968	-0.03089
S8542_178809	-0.03096
S6206_155413	-0.0314
S2080_165181	-0.03173
S1046_216535	-0.03175
S9324_41069	-0.03216
S2572_310038	-0.0322
S1945_591357	-0.03257
S8122_306261	-0.03265
S3115_135611	-0.03267
S11689_416021	-0.03291
S6550_503577	-0.03336
S7762_244113	-0.0336
S6278_650925	-0.03396
S1551_1483219	-0.03397
S2080_103510	-0.03451
S9000_187825	-0.03452
S12794_1671144	-0.03491
S10563_458792	-0.03526
S6916_1522636	-0.03614
S8359_1752715	-0.0363
S6775_95179	-0.03684
S12794_1615271	-0.03693
S3542_507815	-0.03721
S11581_567114	-0.03727
S8542_302774	-0.03751
S3235_140317	-0.03761
S2688_335617	-0.03781
S10780_25444	-0.03811
S2431_391893	-0.03947
S8873_203398	-0.03971
S823_119622	-0.03984
S11581_902331	-0.03993
S8593_56062	-0.04021
S8847_267195	-0.04049
S7861_4499	-0.0407
S5979_296753	-0.04072
S8757_543709	-0.04086
S5875_130394	-0.04109
S11297_587571	-0.04119
S3741_387303	-0.04149
S3651_443200	-0.04185
S7520_393434	-0.04189
S3750_654240	-0.0426
S7069_330799	-0.04271
S3604_1044096	-0.04334
S1934_97870	-0.04337
S6512_1743766	-0.04372
S13_92567	-0.04507
S4165_382338	-0.0453
S3614_1817341	-0.04542
S12004_315885	-0.04581
S4083_456173	-0.04596
S4269_52542	-0.0461
S9414_6599	-0.04616
S8828_26701	-0.04644
S7035_336332	-0.04733
S10797_134409	-0.04787
S1027_465354	-0.04875
S10493_529025	-0.04898
S7520_1438963	-0.05049
S8265_13857522	-0.05213
S2817_91598	-0.05232
S9876_584512	-0.05356
S11998_795409	-0.05423
S3859_212947	-0.0546
S12262_123295	-0.0547
S11874_29482	-0.05607
S2892_478987	-0.05615
S8860_12876	-0.05623
S11106_78443	-0.06032
S9692_230167	-0.06057
S12794_2162836	-0.06124
S11341_582872	-0.06285
S6914_917023	-0.06426
S6814_646247	-0.0658
S9260_85990	-0.06718
S5865_159403	-0.06782
S325_476494	-0.06954
S12211_104742	-0.07172
S3741_440684	-0.07258
S5977_101347	-0.07295
S6512_104772	-0.0736
S6028_67175	-0.07494
S6512_575155	-0.07692
S7444_119272	-0.07696
S2421_1140337	-0.07766
S3241_314241	-0.07808
S10551_44996	-0.08067
S6137_47666	-0.08393
S8265_42380592	-0.08655
S8265_44371882	-0.08829
S6980_52703	-0.09777
S3332_808673	-0.10228
S3332_613796	-0.1057
