studyYear	programDbId	programName	programDescription	studyDbId	studyName	studyDescription	studyDesign	plotWidth	plotLength	fieldSize	fieldTrialIsPlannedToBeGenotyped	fieldTrialIsPlannedToCross	plantingDate	harvestDate	locationDbId	locationName	germplasmDbId	germplasmName	germplasmSynonyms	observationLevel	observationUnitDbId	observationUnitName	replicate	blockNumber	plotNumber	rowNumber	colNumber	entryType	plantNumber	plantedSeedlotStockDbId	plantedSeedlotStockUniquename	plantedSeedlotCurrentCount	plantedSeedlotCurrentWeightGram	plantedSeedlotBoxName	plantedSeedlotTransactionCount	plantedSeedlotTransactionWeight	plantedSeedlotTransactionDescription	availableGermplasmSeedlotUniquenames	DMCP	FRW	FSWMIK	notes
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38900	UG120023		plot	39314	KASESE_TP2013_1017	1	56	36032			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39228	UG130113		plot	39545	KASESE_TP2013_1018	1	56	36033			test											19.6	2.13	2	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39070	UG120229		plot	39419	KASESE_TP2013_1019	1	56	36034			test											16.3	0.87	2	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38956	UG120088		plot	39778	KASESE_TP2013_1020	1	56	36035			test											28.1	3.66	7	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39166	UG130040		plot	39556	KASESE_TP2013_1021	1	56	36036			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38954	UG120086		plot	39799	KASESE_TP2013_1022	1	57	36037			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39065	UG120224		plot	39870	KASESE_TP2013_1023	1	57	36038			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39091	UG120256		plot	39900	KASESE_TP2013_1024	1	57	36039			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38994	UG120139		plot	39772	KASESE_TP2013_1025	1	57	36040			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39151	UG130023		plot	39653	KASESE_TP2013_1026	1	57	36041			test											21.5	1.18	7	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39048	UG120201		plot	39861	KASESE_TP2013_1027	1	57	36042			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39047	UG120199		plot	39389	KASESE_TP2013_1028	1	57	36043			test											24.7	5.49	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38915	UG120038		plot	39299	KASESE_TP2013_1029	1	58	36044			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39004	UG120152		plot	39438	KASESE_TP2013_1030	1	58	36045			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38950	UG120081		plot	39426	KASESE_TP2013_1031	1	58	36046			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39108	UG120277		plot	39792	KASESE_TP2013_1032	1	58	36047			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39245	UG130136		plot	39706	KASESE_TP2013_1033	1	58	36048			test													1.37	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39005	UG120153		plot	39375	KASESE_TP2013_1034	1	58	36049			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39107	UG120276		plot	39796	KASESE_TP2013_1035	1	58	36050			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39198	UG130081		plot	39864	KASESE_TP2013_1036	1	59	36051			test											16.3	0.46	1.27	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38922	UG120048		plot	39270	KASESE_TP2013_1038	1	59	36053			test											21.5	3.23	7	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39051	UG120206		plot	39460	KASESE_TP2013_1039	1	59	36054			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39176	UG130052		plot	39565	KASESE_TP2013_1040	1	59	36055			test											23.2	9.57	9	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39045	UG120197		plot	39687	KASESE_TP2013_1041	1	59	36056			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39131	UG120307		plot	39451	KASESE_TP2013_1043	1	60	36058			test											18.3	1.03	6	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38930	UG120059		plot	39349	KASESE_TP2013_1044	1	60	36059			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38931	UG120060		plot	39264	KASESE_TP2013_1045	1	60	36060			test											17.4	2.49	16	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39179	UG130058		plot	39630	KASESE_TP2013_1445	2	1	43275			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39229	UG130114		plot	39577	KASESE_TP2013_1446	2	1	43276			test													3	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38933	UG120062		plot	39828	KASESE_TP2013_1447	2	1	43277			test												1.32	11	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39130	UG120306		plot	39760	KASESE_TP2013_1448	2	1	43278			test											23.1	0.57	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39161	UG130034		plot	39280	KASESE_TP2013_1449	2	1	43279			test											17.7	1.56	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39114	UG120286		plot	39504	KASESE_TP2013_1450	2	1	43280			test											21.4	4.15	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39080	UG120243		plot	39522	KASESE_TP2013_1451	2	1	43281			test											20	22.47	49.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39095	UG120261		plot	39569	KASESE_TP2013_1452	2	2	43282			test											16.3	0.41	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39087	UG120251		plot	39707	KASESE_TP2013_1453	2	2	43283			test											23.2	14.68	16	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39061	UG120220		plot	39788	KASESE_TP2013_1454	2	2	43284			test											17.5	2.08	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38882	UG120005		plot	39793	KASESE_TP2013_1455	2	2	43285			test											16.3	0.2	6.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38965	UG120098		plot	39855	KASESE_TP2013_1456	2	2	43286			test											20.1	4.15	45	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39217	UG130101		plot	39332	KASESE_TP2013_1458	2	2	43288			test											18.3	6.65	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38934	UG120063		plot	39859	KASESE_TP2013_1459	2	3	43289			test											18.8	9.01	12	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39171	UG130046		plot	39663	KASESE_TP2013_1460	2	3	43290			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38996	UG120143		plot	39699	KASESE_TP2013_1461	2	3	43291			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39227	UG130111		plot	39544	KASESE_TP2013_1462	2	3	43292			test											23.1	9.93	17	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39221	UG130105		plot	39464	KASESE_TP2013_1463	2	3	43293			test											24.3	6.61	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39148	UG130020		plot	39318	KASESE_TP2013_1464	2	3	43294			test											29.4	1.79	6	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38963	UG120096		plot	39456	KASESE_TP2013_1465	2	3	43295			test											24.2	11.32	31	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39093	UG120258		plot	39348	KASESE_TP2013_1466	2	4	43296			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39032	UG120184		plot	39277	KASESE_TP2013_1467	2	4	43297			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39147	UG130019		plot	39940	KASESE_TP2013_1468	2	4	43298			test											17.1	5.24	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39163	UG130036		plot	39921	KASESE_TP2013_1469	2	4	43299			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39185	UG130065		plot	39744	KASESE_TP2013_1470	2	4	43300			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39134	UG130003		plot	39766	KASESE_TP2013_1471	2	4	43301			test											28.6	11.99	23	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39156	UG130029		plot	39693	KASESE_TP2013_1472	2	4	43302			test											29.8	7.9	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39138	UG130007		plot	39255	KASESE_TP2013_1473	2	5	43303			test											19.9	16.3	34	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39177	UG130056		plot	39913	KASESE_TP2013_1474	2	5	43304			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39119	UG120291		plot	39428	KASESE_TP2013_1475	2	5	43305			test											22.1	38.76	51	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39041	UG120193		plot	39860	KASESE_TP2013_1476	2	5	43306			test											22.6	16.28	38	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39214	UG130098		plot	39576	KASESE_TP2013_1477	2	5	43307			test											16.3	1.7	4	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39060	UG120219		plot	39338	KASESE_TP2013_1480	2	6	43310			test											29.1	7.41	21.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38942	UG120072		plot	39755	KASESE_TP2013_1481	2	6	43311			test											26.7	10.49	16	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39038	UG120190		plot	39471	KASESE_TP2013_1482	2	6	43312			test											21.1	3.43	23	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38886	UG120009		plot	39917	KASESE_TP2013_1483	2	6	43313			test											24.5	1.62	3.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39188	UG130068		plot	39337	KASESE_TP2013_1486	2	7	43316			test											29.7	9.82	26.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38984	UG120124		plot	39278	KASESE_TP2013_1487	2	7	43317			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39238	UG130124		plot	39342	KASESE_TP2013_1488	2	7	43318			test											27.3	18.92	16.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38970	UG120103		plot	39415	KASESE_TP2013_1489	2	7	43319			test											26.4	2.08	4.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39140	UG130009		plot	39899	KASESE_TP2013_1490	2	7	43320			test											30	4.89	18	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39165	UG130038		plot	39636	KASESE_TP2013_1491	2	7	43321			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39116	UG120288		plot	39580	KASESE_TP2013_1492	2	7	43322			test											29.2	8.82	22	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39077	UG120239		plot	39490	KASESE_TP2013_1493	2	8	43323			test											22	8.66	22.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38988	UG120132		plot	39386	KASESE_TP2013_1494	2	8	43324			test											21.1	7.65	40	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39216	UG130100		plot	39289	KASESE_TP2013_1495	2	8	43325			test													4	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39230	UG130116		plot	39334	KASESE_TP2013_1496	2	8	43326			test											30.2	14.05	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39000	UG120148		plot	39444	KASESE_TP2013_1497	2	8	43327			test											29.4	6.18	12	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39223	UG130107		plot	39552	KASESE_TP2013_1498	2	8	43328			test											23.9	15.61	43	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39013	UG120163		plot	39450	KASESE_TP2013_1499	2	8	43329			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39135	UG130004		plot	39652	KASESE_TP2013_1500	2	9	43330			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38887	UG120010		plot	39866	KASESE_TP2013_1501	2	9	43331			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39208	UG130092		plot	39831	KASESE_TP2013_1502	2	9	43332			test											23.1	2.91	6	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39079	UG120242		plot	39372	KASESE_TP2013_1503	2	9	43333			test											24.7	0.9	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39082	UG120245		plot	39287	KASESE_TP2013_1504	2	9	43334			test											21.9	4.44	17	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38940	UG120070		plot	39563	KASESE_TP2013_1505	2	9	43335			test											29.1	2.14	4.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39084	UG120247		plot	39491	KASESE_TP2013_1506	2	9	43336			test											31.9	4.86	11	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39088	UG120253		plot	39453	KASESE_TP2013_1507	2	10	43337			test											25	10.33	30	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39050	UG120205		plot	39515	KASESE_TP2013_1508	2	10	43338			test											19.6	1.48	13	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39115	UG120287		plot	39406	KASESE_TP2013_1509	2	10	43339			test											29.7	2.09	10	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39172	UG130047		plot	39285	KASESE_TP2013_1511	2	10	43341			test											23.6	13.68	27	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38928	UG120057		plot	39485	KASESE_TP2013_1512	2	10	43342			test											28.1	33.46	25	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39109	UG120278		plot	39814	KASESE_TP2013_1513	2	11	43343			test											20.9	10.72	8.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39203	UG130087		plot	39379	KASESE_TP2013_1514	2	11	43344			test											25.8	4.03	7	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39197	UG130080		plot	39702	KASESE_TP2013_1515	2	11	43345			test											17	2.17	9	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39157	UG130030		plot	39914	KASESE_TP2013_1516	2	11	43346			test											21.8	6.55	19	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39139	UG130008		plot	39418	KASESE_TP2013_1517	2	11	43347			test											22.1	5.77	4	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39133	UG130002		plot	39501	KASESE_TP2013_1518	2	11	43348			test											24.1	12.53	21	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39195	UG130077		plot	39508	KASESE_TP2013_1519	2	11	43349			test											25.9	11.93	12.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39191	UG130071		plot	39268	KASESE_TP2013_1520	2	12	43350			test											17.9	3.38	15	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39036	UG120188		plot	39673	KASESE_TP2013_1521	2	12	43351			test											26.3	8.57	17.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38899	UG120022		plot	39759	KASESE_TP2013_1522	2	12	43352			test											25.9	6.75	20	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39204	UG130088		plot	39935	KASESE_TP2013_1523	2	12	43353			test											24.5	13.63	14.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38932	UG120061		plot	39623	KASESE_TP2013_1524	2	12	43354			test											16.3	1.11	13.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39011	UG120161		plot	39679	KASESE_TP2013_1525	2	12	43355			test											22.6	3.4	8	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39234	UG130120		plot	39929	KASESE_TP2013_1526	2	12	43356			test											16.3	0.71	16	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39232	UG130118		plot	39943	KASESE_TP2013_1527	2	13	43357			test											23.1	1.82	4	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39205	UG130089		plot	39694	KASESE_TP2013_1528	2	13	43358			test											22.4	5.02	36	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39046	UG120198		plot	39336	KASESE_TP2013_1529	2	13	43359			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38917	UG120040		plot	39470	KASESE_TP2013_1530	2	13	43360			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39142	UG130011		plot	39276	KASESE_TP2013_1531	2	13	43361			test											26.4	6.16	18.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39074	UG120234		plot	39878	KASESE_TP2013_1532	2	13	43362			test											17.7	3.54	15	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38893	UG120016		plot	39780	KASESE_TP2013_1533	2	13	43363			test													3	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39150	UG130022		plot	39658	KASESE_TP2013_1534	2	14	43364			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39132	UG130001		plot	39670	KASESE_TP2013_1535	2	14	43365			test												15.53	30.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39092	UG120257		plot	39622	KASESE_TP2013_1536	2	14	43366			test											25.9	5.04	4.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38904	UG120027		plot	39355	KASESE_TP2013_1537	2	14	43367			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39043	UG120195		plot	39397	KASESE_TP2013_1538	2	14	43368			test											22.7	4.34	17	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39127	UG120301		plot	39775	KASESE_TP2013_1539	2	14	43369			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39078	UG120240		plot	39275	KASESE_TP2013_1540	2	14	43370			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39089	UG120254		plot	39368	KASESE_TP2013_1541	2	15	43371			test														
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39126	UG120300		plot	39499	KASESE_TP2013_1542	2	15	43372			test											18.4	1.06	5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39044	UG120196		plot	39463	KASESE_TP2013_1543	2	15	43373			test											27.2	11.04	38	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39215	UG130099		plot	39333	KASESE_TP2013_1544	2	15	43374			test											22.4	6.39	12.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39076	UG120238		plot	39911	KASESE_TP2013_1545	2	15	43375			test											16.8	3.3	19.5	
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39196	UG130078		plot	39847	KASESE_TP2013_1546	2	15	43376			test											22.1		8	
