    
41 IITA-TMS-IBA011731 IITA-TMS-IBA940239 TMEB117 0.005244697
42 IITA-TMS-IBA011797 IITA-TMS-IBA950379 TMEB117 0.0046916
43 IITA-TMS-IBA011807 TMEB9 IITA-TMS-IBA91934 0.005033464
44 IITA-TMS-IBA050128 TMEB693 TMEB1 0.00820752
45 IITA-TMS-IBA050186 IITA-TMS-IBA930098 IITA-TMS-IBA940561 0.004346956
46 IITA-TMS-IBA050286 IITA-TMS-IBA950379 IITA-TMS-IBA30572 0.006500978
47 IITA-TMS-IBA050327 IITA-TMS-IBA961089A IITA-TMS-IBA30572 0.008785632
48 IITA-TMS-IBA050998 IITA-TMS-IBA974763 TMEB3 0.008538267
49 IITA-TMS-IBA051814 IITA-TMS-IBA940561 TMEB419 0.006548228
50 IITA-TMS-IBA060889 IITA-TMS-IBA011371 IITA-TMS-IBA011371 0.005180771
51 IITA-TMS-IBA061155 IITA-TMS-IBA011371 IITA-TMS-IBA011371 0.004052341
52 IITA-TMS-IBA061348 IITA-TMS-IBA9001554 IITA-TMS-IBA011659 0.00559212
53 IITA-TMS-IBA061404 IITA-TMS-IBA940330 IITA-TMS-IBA011368 0.007999066
54 IITA-TMS-IBA061577 IITA-TMS-IBA011273 IITA-TMS-IBA961089A 0.005614355
55 IITA-TMS-IBA061673 IITA-TMS-IBA011371 IITA-TMS-IBA940006 0.009277583
56 IITA-TMS-IBA061744 IITA-TMS-IBA011442 ICB5-10(80411) 0.009713946
57 IITA-TMS-IBA061766 IITA-TMS-IBA011442 IITA-TMS-IBA011368 0.004435896
58 IITA-TMS-IBA061771 IITA-TMS-IBA011442 IITA-TMS-IBA011368 0.004524837
59 IITA-TMS-IBA061856 IITA-TMS-IBA011646 IITA-TMS-IBA961089A 0.005578223
60 IITA-TMS-IBA062052 IITA-TMS-IBA011115 IITA-TMS-IBA011371 0.005133522
61 IITA-TMS-IBA062116 IITA-TMS-IBA9001554 IITA-TMS-IBA011659 0.005350314
62 IITA-TMS-IBA062231 IITA-TMS-IBA011442 IITA-TMS-IBA011659 0.004427558
63 IITA-TMS-IBA070045 IITA-TMS-IBA980002 IITA-TMS-IBA974779 0.005330858
64 IITA-TMS-IBA070048 IITA-TMS-IBA991702 IITA-TMS-IBA992123 0.005678281
65 IITA-TMS-IBA070094 IITA-TMS-IBA010085 IITA-TMS-IBA010131 0.00572553
66 IITA-TMS-IBA070481 IITA-TMS-IBA011371 IITA-TMS-IBA011335 0.005155757
67 IITA-TMS-IBA070498 IITA-TMS-IBA011413 IITA-TMS-IBA011335 0.005064037
68 IITA-TMS-IBA070520 IITA-TMS-IBA011442 IITA-TMS-IBA011412 0.003376951
69 IITA-TMS-IBA070553 IITA-TMS-IBA011663 IITA-TMS-IBA011335 0.004799996
70 IITA-TMS-IBA070874 IITA-TMS-IBA011371 IITA-TMS-IBA011371 0.002001156
71 IITA-TMS-IBA070952 IITA-TMS-IBA011442 IITA-TMS-IBA011442 0.00915529
72 IITA-TMS-IBA071295 IITA-TMS-IBA961632 IITA-TMS-IBA961632 0.004861142
73 IITA-TMS-IBA090506 IITA-TMS-IBA972205 TMEB1937 0.005136301
74 IITA-TMS-IBA090521 IITA-TMS-IBA974763 MAUNJILI 0.011481634
75 IITA-TMS-IBA090522 IITA-TMS-IBA974763 MAUNJILI 0.01154556
76 IITA-TMS-IBA940330 IITA-TMS-IBA9102325 IITA-TMS-IBA9102325 0.004255236
77 IITA-TMS-IBA950289 IITA-TMS-IBA30572 TMEB1 0.00572553
78 IITA-TMS-IBA972205 IITA-TMS-IBA30572 TMEB6 0.015186552
79 NR110005 IITA-TMS-IBA980581 IITA-TMS-IBA980581 0.002026171
80 NR110009 NR010004 NR010004 0.006564904
81 NR110012 NR010004 NR010004 0.006047939
82 NR110014 NR010004 NR010004 0.007023502
83 NR110016 NR010004 NR010004 0.006787255
84 NR110017 NR010004 NR010004 0.010859052
85 NR110043 NR8212 IITA-TMS-IBA011368 0.0104616
86 NR110044 NR87184 IITA-TMS-IBA972205 0.014302708
87 NR110048 NR87184 TMS911730 0.011142549
88 NR110052 TMS870052 IITA-TMS-IBA011335 0.011478854
89 NR110072 TMS000355 IITA-TMS-IBA980002 0.016709654
90 NR110080 IITA-TMS-IBA010090 IITA-TMS-IBA011368 0.021748677
91 NR110081 IITA-TMS-IBA010090 IITA-TMS-IBA011368 0.015520078
92 NR110083 IITA-TMS-IBA010090 IITA-TMS-WAR940038 0.012623961
93 NR110104 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.013204852
94 NR110105 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.013510584
95 NR110106 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.013332703
96 NR110108 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.012818517
97 NR110109 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.012849091
98 NR110110 IITA-TMS-IBA010090 IITA-TMS-IBA980002 0.013129808
99 NR110112 IITA-TMS-IBA010103 TMS911730 0.019152733
100 NR110118 IITA-TMS-IBA011335 IITA-TMS-IBA980002 0.012543358
101 NR110122 IITA-TMS-IBA011368 IITA-TMS-IBA011442 0.007512674
102 NR110141 IITA-TMS-IBA011371 IITA-TMS-IBA011368 0.006336995
103 NR110143 IITA-TMS-IBA011371 IITA-TMS-IBA011368 0.012629519
104 NR110158 IITA-TMS-IBA011560 IITA-TMS-IBA972205 0.014505603
105 NR110183 W940006 IITA-TMS-IBA011371 0.003796638
106 NR110194 IITA-TMS-IBA972205 IITA-TMS-IBA011442 0.009472139
107 NR110213 IITA-TMS-MMM96JW1 IITA-TMS-IBA980581 0.014761307
108 NR110214 IITA-TMS-MMM96JW1 IITA-TMS-IBA980581 0.015281051
109 UG120078 UG110039 UG110039 0.020731423
110 UG120088 UG110017 UG110017 0.019083248
111 UG120104 UG110003 UG110003 0.004883377
112 UG120126 UG110017 UG110017 0.003727153
113 UG120127 UG110017 UG110017 0.003624316
114 UG120129 UG110017 UG110017 0.003682683
115 UG120130 UG110017 UG110017 0.016734669
116 UG120136 UG110039 UG110039 0.016092631
117 UG120138 UG110039 UG110039 0.014530618
118 UG120140 UG110003 UG110003 0.004805554
119 UG120142 UG110003 UG110003 0.00518633
120 UG120145 UG110003 UG110003 0.004891715
121 UG120162 UG110014 UG110014 0.004783319
122 UG120165 UG110014 UG110014 0.00424133
